C:\Users\vinay\Downloads\video_pexels\videos\tensorflow\nanoGPTswiGLUV2\train.py:209: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
C:\Users\vinay\Downloads\video_pexels\videos\venv\Lib\site-packages\torch\amp\grad_scaler.py:136: UserWarning: torch.cuda.amp.GradScaler is enabled, but CUDA is not available.  Disabling.
  warnings.warn(
Overriding config with config/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

Overriding: device = cpu
Overriding: compile = False
Overriding: eval_iters = 100
Overriding: log_interval = 1
Overriding: block_size = 128
Overriding: batch_size = 24
Overriding: n_layer = 6
Overriding: n_head = 6
Overriding: n_embd = 192
Overriding: max_iters = 4000
Overriding: lr_decay_iters = 4000
Overriding: dropout = 0.0
tokens per iteration will be: 3,072
found vocab_size = 65 (inside data\shakespeare_char\meta.pkl)
Initializing a new model from scratch
number of parameters: 2.67M
num decayed parameter tensors: 26, with 2,691,264 parameters
num non-decayed parameter tensors: 13, with 2,496 parameters
iter 3019: loss 1.1830, time 554.56ms, mfu 0.03%
iter 3020: loss 1.2001, time 559.17ms, mfu 0.03%
iter 3021: loss 1.1607, time 567.07ms, mfu 0.03%
iter 3022: loss 1.1671, time 559.97ms, mfu 0.03%
iter 3023: loss 1.2161, time 542.58ms, mfu 0.03%
iter 3024: loss 1.1582, time 545.80ms, mfu 0.03%
iter 3025: loss 1.1789, time 554.78ms, mfu 0.03%
iter 3026: loss 1.1655, time 562.29ms, mfu 0.03%
iter 3027: loss 1.1866, time 551.49ms, mfu 0.03%
iter 3028: loss 1.2103, time 562.87ms, mfu 0.03%
iter 3029: loss 1.1846, time 558.93ms, mfu 0.03%
iter 3030: loss 1.1383, time 552.72ms, mfu 0.03%
iter 3031: loss 1.2449, time 538.03ms, mfu 0.03%
iter 3032: loss 1.1602, time 573.02ms, mfu 0.03%
iter 3033: loss 1.1986, time 542.21ms, mfu 0.03%
iter 3034: loss 1.1826, time 562.93ms, mfu 0.03%
iter 3035: loss 1.1902, time 549.32ms, mfu 0.03%
iter 3036: loss 1.2022, time 543.22ms, mfu 0.03%
iter 3037: loss 1.2023, time 553.43ms, mfu 0.03%
iter 3038: loss 1.1389, time 575.12ms, mfu 0.03%
iter 3039: loss 1.2041, time 554.50ms, mfu 0.03%
iter 3040: loss 1.1652, time 546.11ms, mfu 0.03%
iter 3041: loss 1.1912, time 567.50ms, mfu 0.03%
iter 3042: loss 1.1498, time 563.62ms, mfu 0.03%
iter 3043: loss 1.2248, time 555.94ms, mfu 0.03%
iter 3044: loss 1.1734, time 570.71ms, mfu 0.03%
iter 3045: loss 1.1486, time 552.88ms, mfu 0.03%
iter 3046: loss 1.1472, time 567.46ms, mfu 0.03%
iter 3047: loss 1.1636, time 542.35ms, mfu 0.03%
iter 3048: loss 1.1365, time 562.75ms, mfu 0.03%
iter 3049: loss 1.0617, time 571.82ms, mfu 0.03%
iter 3050: loss 1.1814, time 557.24ms, mfu 0.03%
iter 3051: loss 1.2163, time 546.21ms, mfu 0.03%
iter 3052: loss 1.1395, time 570.49ms, mfu 0.03%
iter 3053: loss 1.1850, time 574.69ms, mfu 0.03%
iter 3054: loss 1.2199, time 548.74ms, mfu 0.03%
iter 3055: loss 1.1768, time 555.88ms, mfu 0.03%
iter 3056: loss 1.1737, time 564.52ms, mfu 0.03%
iter 3057: loss 1.1777, time 537.55ms, mfu 0.03%
iter 3058: loss 1.1830, time 585.72ms, mfu 0.03%
iter 3059: loss 1.1579, time 545.56ms, mfu 0.03%
iter 3060: loss 1.1705, time 559.38ms, mfu 0.03%
iter 3061: loss 1.1599, time 568.82ms, mfu 0.03%
iter 3062: loss 1.1493, time 553.26ms, mfu 0.03%
iter 3063: loss 1.2390, time 553.90ms, mfu 0.03%
iter 3064: loss 1.1936, time 552.07ms, mfu 0.03%
iter 3065: loss 1.1713, time 559.42ms, mfu 0.03%
iter 3066: loss 1.2528, time 562.36ms, mfu 0.03%
iter 3067: loss 1.1388, time 559.59ms, mfu 0.03%
iter 3068: loss 1.1996, time 563.76ms, mfu 0.03%
iter 3069: loss 1.1538, time 552.74ms, mfu 0.03%
iter 3070: loss 1.1735, time 554.62ms, mfu 0.03%
iter 3071: loss 1.1645, time 560.17ms, mfu 0.03%
iter 3072: loss 1.1815, time 566.64ms, mfu 0.03%
iter 3073: loss 1.1669, time 553.36ms, mfu 0.03%
iter 3074: loss 1.1878, time 563.49ms, mfu 0.03%
iter 3075: loss 1.1798, time 556.38ms, mfu 0.03%
iter 3076: loss 1.0936, time 552.11ms, mfu 0.03%
iter 3077: loss 1.1255, time 555.61ms, mfu 0.03%
iter 3078: loss 1.1692, time 563.73ms, mfu 0.03%
iter 3079: loss 1.2140, time 558.12ms, mfu 0.03%
iter 3080: loss 1.1344, time 561.55ms, mfu 0.03%
iter 3081: loss 1.1488, time 573.76ms, mfu 0.03%
iter 3082: loss 1.1525, time 543.84ms, mfu 0.03%
iter 3083: loss 1.1537, time 568.84ms, mfu 0.03%
iter 3084: loss 1.2067, time 563.80ms, mfu 0.03%
iter 3085: loss 1.2319, time 552.09ms, mfu 0.03%
iter 3086: loss 1.2152, time 562.39ms, mfu 0.03%
iter 3087: loss 1.1635, time 563.83ms, mfu 0.03%
iter 3088: loss 1.1718, time 544.27ms, mfu 0.03%
iter 3089: loss 1.1952, time 572.86ms, mfu 0.03%
iter 3090: loss 1.1587, time 566.64ms, mfu 0.03%
iter 3091: loss 1.1489, time 543.61ms, mfu 0.03%
iter 3092: loss 1.1871, time 553.78ms, mfu 0.03%
iter 3093: loss 1.2015, time 576.84ms, mfu 0.03%
iter 3094: loss 1.1257, time 557.13ms, mfu 0.03%
iter 3095: loss 1.1351, time 541.15ms, mfu 0.03%
iter 3096: loss 1.2297, time 581.24ms, mfu 0.03%
iter 3097: loss 1.1781, time 564.66ms, mfu 0.03%
iter 3098: loss 1.1542, time 565.16ms, mfu 0.03%
iter 3099: loss 1.1649, time 563.66ms, mfu 0.03%
iter 3100: loss 1.1841, time 544.41ms, mfu 0.03%
iter 3101: loss 1.1788, time 569.27ms, mfu 0.03%
iter 3102: loss 1.1790, time 564.07ms, mfu 0.03%
iter 3103: loss 1.1688, time 537.69ms, mfu 0.03%
iter 3104: loss 1.1807, time 570.10ms, mfu 0.03%
iter 3105: loss 1.2202, time 567.29ms, mfu 0.03%
iter 3106: loss 1.1810, time 555.91ms, mfu 0.03%
iter 3107: loss 1.2113, time 568.61ms, mfu 0.03%
iter 3108: loss 1.1842, time 554.40ms, mfu 0.03%
iter 3109: loss 1.1692, time 551.88ms, mfu 0.03%
iter 3110: loss 1.1697, time 554.00ms, mfu 0.03%
iter 3111: loss 1.1717, time 554.37ms, mfu 0.03%
iter 3112: loss 1.1494, time 554.65ms, mfu 0.03%
iter 3113: loss 1.1584, time 577.53ms, mfu 0.03%
iter 3114: loss 1.1550, time 560.80ms, mfu 0.03%
iter 3115: loss 1.1950, time 551.95ms, mfu 0.03%
iter 3116: loss 1.2086, time 569.21ms, mfu 0.03%
iter 3117: loss 1.1793, time 567.51ms, mfu 0.03%
iter 3118: loss 1.1686, time 551.64ms, mfu 0.03%
iter 3119: loss 1.2202, time 560.77ms, mfu 0.03%
iter 3120: loss 1.1621, time 562.87ms, mfu 0.03%
iter 3121: loss 1.1596, time 553.33ms, mfu 0.03%
iter 3122: loss 1.2008, time 558.28ms, mfu 0.03%
iter 3123: loss 1.1530, time 568.52ms, mfu 0.03%
iter 3124: loss 1.1895, time 552.99ms, mfu 0.03%
iter 3125: loss 1.1998, time 552.04ms, mfu 0.03%
iter 3126: loss 1.1936, time 567.89ms, mfu 0.03%
iter 3127: loss 1.1315, time 541.94ms, mfu 0.03%
iter 3128: loss 1.1470, time 564.12ms, mfu 0.03%
iter 3129: loss 1.1972, time 555.62ms, mfu 0.03%
iter 3130: loss 1.2203, time 573.87ms, mfu 0.03%
iter 3131: loss 1.1235, time 538.06ms, mfu 0.03%
iter 3132: loss 1.1210, time 562.01ms, mfu 0.03%
iter 3133: loss 1.1378, time 545.07ms, mfu 0.03%
iter 3134: loss 1.1625, time 553.06ms, mfu 0.03%
iter 3135: loss 1.2269, time 553.41ms, mfu 0.03%
iter 3136: loss 1.2035, time 567.12ms, mfu 0.03%
iter 3137: loss 1.2087, time 548.51ms, mfu 0.03%
iter 3138: loss 1.1693, time 546.30ms, mfu 0.03%
iter 3139: loss 1.0959, time 554.48ms, mfu 0.03%
iter 3140: loss 1.1871, time 552.87ms, mfu 0.03%
iter 3141: loss 1.1791, time 553.02ms, mfu 0.03%
iter 3142: loss 1.1708, time 567.23ms, mfu 0.03%
iter 3143: loss 1.2265, time 554.17ms, mfu 0.03%
iter 3144: loss 1.1260, time 550.74ms, mfu 0.03%
iter 3145: loss 1.2105, time 566.64ms, mfu 0.03%
iter 3146: loss 1.1792, time 553.95ms, mfu 0.03%
iter 3147: loss 1.1769, time 569.71ms, mfu 0.03%
iter 3148: loss 1.1900, time 569.76ms, mfu 0.03%
iter 3149: loss 1.1922, time 538.33ms, mfu 0.03%
iter 3150: loss 1.1960, time 559.20ms, mfu 0.03%
iter 3151: loss 1.1048, time 564.21ms, mfu 0.03%
iter 3152: loss 1.1143, time 553.67ms, mfu 0.03%
iter 3153: loss 1.1469, time 558.68ms, mfu 0.03%
iter 3154: loss 1.1674, time 564.60ms, mfu 0.03%
iter 3155: loss 1.1614, time 567.92ms, mfu 0.03%
iter 3156: loss 1.1833, time 538.24ms, mfu 0.03%
iter 3157: loss 1.1368, time 569.61ms, mfu 0.03%
iter 3158: loss 1.2283, time 560.54ms, mfu 0.03%
iter 3159: loss 1.1340, time 555.94ms, mfu 0.03%
iter 3160: loss 1.1908, time 552.02ms, mfu 0.03%
iter 3161: loss 1.1893, time 559.57ms, mfu 0.03%
iter 3162: loss 1.1889, time 559.52ms, mfu 0.03%
iter 3163: loss 1.2059, time 570.70ms, mfu 0.03%
iter 3164: loss 1.1735, time 562.29ms, mfu 0.03%
iter 3165: loss 1.1731, time 568.25ms, mfu 0.03%
iter 3166: loss 1.1404, time 569.18ms, mfu 0.03%
iter 3167: loss 1.1386, time 567.70ms, mfu 0.03%
iter 3168: loss 1.1882, time 560.43ms, mfu 0.03%
iter 3169: loss 1.1679, time 566.14ms, mfu 0.03%
iter 3170: loss 1.1510, time 559.45ms, mfu 0.03%
iter 3171: loss 1.2154, time 548.03ms, mfu 0.03%
iter 3172: loss 1.2252, time 578.22ms, mfu 0.03%
iter 3173: loss 1.1763, time 569.02ms, mfu 0.03%
iter 3174: loss 1.2200, time 562.37ms, mfu 0.03%
iter 3175: loss 1.1270, time 556.82ms, mfu 0.03%
iter 3176: loss 1.1460, time 569.65ms, mfu 0.03%
iter 3177: loss 1.1687, time 561.45ms, mfu 0.03%
iter 3178: loss 1.1273, time 570.62ms, mfu 0.03%
iter 3179: loss 1.1524, time 576.39ms, mfu 0.03%
iter 3180: loss 1.1841, time 571.77ms, mfu 0.03%
iter 3181: loss 1.1244, time 563.88ms, mfu 0.03%
iter 3182: loss 1.1550, time 554.70ms, mfu 0.03%
iter 3183: loss 1.1800, time 570.64ms, mfu 0.03%
iter 3184: loss 1.1696, time 572.04ms, mfu 0.03%
iter 3185: loss 1.1434, time 569.47ms, mfu 0.03%
iter 3186: loss 1.1666, time 575.05ms, mfu 0.03%
iter 3187: loss 1.1509, time 567.66ms, mfu 0.03%
iter 3188: loss 1.1715, time 563.28ms, mfu 0.03%
iter 3189: loss 1.1535, time 571.80ms, mfu 0.03%
iter 3190: loss 1.1500, time 573.97ms, mfu 0.03%
iter 3191: loss 1.1466, time 587.26ms, mfu 0.03%
iter 3192: loss 1.1380, time 587.65ms, mfu 0.03%
iter 3193: loss 1.1608, time 580.96ms, mfu 0.03%
iter 3194: loss 1.2267, time 572.74ms, mfu 0.03%
iter 3195: loss 1.1235, time 564.65ms, mfu 0.03%
iter 3196: loss 1.1225, time 567.56ms, mfu 0.03%
iter 3197: loss 1.1690, time 565.06ms, mfu 0.03%
iter 3198: loss 1.1565, time 577.70ms, mfu 0.03%
iter 3199: loss 1.1045, time 566.73ms, mfu 0.03%
iter 3200: loss 1.1854, time 572.00ms, mfu 0.03%
iter 3201: loss 1.1767, time 576.58ms, mfu 0.03%
iter 3202: loss 1.1536, time 569.39ms, mfu 0.03%
iter 3203: loss 1.1532, time 569.48ms, mfu 0.03%
iter 3204: loss 1.2066, time 568.13ms, mfu 0.03%
iter 3205: loss 1.1829, time 559.51ms, mfu 0.03%
iter 3206: loss 1.1710, time 562.26ms, mfu 0.03%
iter 3207: loss 1.1866, time 540.25ms, mfu 0.03%
iter 3208: loss 1.1156, time 568.65ms, mfu 0.03%
iter 3209: loss 1.1752, time 574.18ms, mfu 0.03%
iter 3210: loss 1.2039, time 537.30ms, mfu 0.03%
iter 3211: loss 1.1529, time 565.59ms, mfu 0.03%
iter 3212: loss 1.2244, time 551.61ms, mfu 0.03%
iter 3213: loss 1.1767, time 554.09ms, mfu 0.03%
iter 3214: loss 1.1551, time 551.09ms, mfu 0.03%
iter 3215: loss 1.1474, time 554.74ms, mfu 0.03%
iter 3216: loss 1.1251, time 566.93ms, mfu 0.03%
iter 3217: loss 1.1543, time 549.79ms, mfu 0.03%
iter 3218: loss 1.2074, time 568.91ms, mfu 0.03%
iter 3219: loss 1.1780, time 557.03ms, mfu 0.03%
iter 3220: loss 1.1788, time 558.73ms, mfu 0.03%
iter 3221: loss 1.1445, time 564.95ms, mfu 0.03%
iter 3222: loss 1.1969, time 552.93ms, mfu 0.03%
iter 3223: loss 1.1247, time 568.56ms, mfu 0.03%
iter 3224: loss 1.1722, time 566.93ms, mfu 0.03%
iter 3225: loss 1.1821, time 553.64ms, mfu 0.03%
iter 3226: loss 1.1295, time 569.36ms, mfu 0.03%
iter 3227: loss 1.1422, time 559.24ms, mfu 0.03%
iter 3228: loss 1.2509, time 560.54ms, mfu 0.03%
iter 3229: loss 1.1081, time 553.92ms, mfu 0.03%
iter 3230: loss 1.1159, time 570.69ms, mfu 0.03%
iter 3231: loss 1.1607, time 551.96ms, mfu 0.03%
iter 3232: loss 1.1347, time 549.78ms, mfu 0.03%
iter 3233: loss 1.1291, time 574.29ms, mfu 0.03%
iter 3234: loss 1.1734, time 545.95ms, mfu 0.03%
iter 3235: loss 1.1264, time 569.33ms, mfu 0.03%
iter 3236: loss 1.1782, time 595.83ms, mfu 0.03%
iter 3237: loss 1.1460, time 582.63ms, mfu 0.03%
iter 3238: loss 1.1572, time 1218.42ms, mfu 0.03%
iter 3239: loss 1.1835, time 2132.12ms, mfu 0.03%
iter 3240: loss 1.1382, time 1905.15ms, mfu 0.03%
iter 3241: loss 1.1793, time 2010.31ms, mfu 0.02%
iter 3242: loss 1.1746, time 1952.45ms, mfu 0.02%
iter 3243: loss 1.1877, time 1965.36ms, mfu 0.02%
iter 3244: loss 1.2209, time 1992.84ms, mfu 0.02%
iter 3245: loss 1.1521, time 2013.85ms, mfu 0.02%
iter 3246: loss 1.1608, time 1892.97ms, mfu 0.02%
iter 3247: loss 1.1464, time 1920.61ms, mfu 0.02%
iter 3248: loss 1.1916, time 1955.13ms, mfu 0.02%
iter 3249: loss 1.1801, time 1900.86ms, mfu 0.02%
step 3250: train loss 1.1578, val loss 1.5037
saving checkpoint to out-shakespeare-char
iter 3250: loss 1.1927, time 105979.20ms, mfu 0.01%
iter 3251: loss 1.1837, time 580.04ms, mfu 0.02%
iter 3252: loss 1.1995, time 575.35ms, mfu 0.02%
iter 3253: loss 1.1681, time 552.81ms, mfu 0.02%
iter 3254: loss 1.1988, time 579.35ms, mfu 0.02%
iter 3255: loss 1.1408, time 558.58ms, mfu 0.02%
iter 3256: loss 1.1439, time 566.68ms, mfu 0.02%
iter 3257: loss 1.1949, time 563.70ms, mfu 0.02%
iter 3258: loss 1.1081, time 568.88ms, mfu 0.02%
iter 3259: loss 1.1115, time 552.87ms, mfu 0.02%
iter 3260: loss 1.1866, time 579.22ms, mfu 0.02%
iter 3261: loss 1.1818, time 566.85ms, mfu 0.03%
iter 3262: loss 1.1717, time 557.61ms, mfu 0.03%
iter 3263: loss 1.1368, time 571.31ms, mfu 0.03%
iter 3264: loss 1.1622, time 571.55ms, mfu 0.03%
iter 3265: loss 1.0817, time 565.63ms, mfu 0.03%
iter 3266: loss 1.1178, time 562.07ms, mfu 0.03%
iter 3267: loss 1.1730, time 566.79ms, mfu 0.03%
iter 3268: loss 1.1676, time 550.39ms, mfu 0.03%
iter 3269: loss 1.0948, time 535.45ms, mfu 0.03%
iter 3270: loss 1.1469, time 573.27ms, mfu 0.03%
iter 3271: loss 1.1960, time 563.43ms, mfu 0.03%
iter 3272: loss 1.2070, time 550.80ms, mfu 0.03%
iter 3273: loss 1.1748, time 557.46ms, mfu 0.03%
iter 3274: loss 1.1770, time 556.94ms, mfu 0.03%
iter 3275: loss 1.1372, time 564.00ms, mfu 0.03%
iter 3276: loss 1.1252, time 575.03ms, mfu 0.03%
iter 3277: loss 1.1748, time 562.07ms, mfu 0.03%
iter 3278: loss 1.1434, time 541.84ms, mfu 0.03%
iter 3279: loss 1.1233, time 563.12ms, mfu 0.03%
iter 3280: loss 1.1735, time 553.54ms, mfu 0.03%
iter 3281: loss 1.1758, time 562.68ms, mfu 0.03%
iter 3282: loss 1.1276, time 564.59ms, mfu 0.03%
iter 3283: loss 1.1907, time 569.99ms, mfu 0.03%
iter 3284: loss 1.1665, time 544.05ms, mfu 0.03%
iter 3285: loss 1.1253, time 557.73ms, mfu 0.03%
iter 3286: loss 1.1490, time 564.76ms, mfu 0.03%
iter 3287: loss 1.1560, time 552.49ms, mfu 0.03%
iter 3288: loss 1.0693, time 552.08ms, mfu 0.03%
iter 3289: loss 1.1540, time 568.58ms, mfu 0.03%
iter 3290: loss 1.1851, time 569.32ms, mfu 0.03%
iter 3291: loss 1.1572, time 569.93ms, mfu 0.03%
iter 3292: loss 1.2279, time 582.35ms, mfu 0.03%
iter 3293: loss 1.1210, time 555.38ms, mfu 0.03%
iter 3294: loss 1.1567, time 576.36ms, mfu 0.03%
iter 3295: loss 1.1717, time 576.17ms, mfu 0.03%
iter 3296: loss 1.1309, time 554.99ms, mfu 0.03%
iter 3297: loss 1.1372, time 556.96ms, mfu 0.03%
iter 3298: loss 1.1674, time 568.36ms, mfu 0.03%
iter 3299: loss 1.1600, time 564.88ms, mfu 0.03%
iter 3300: loss 1.1861, time 551.98ms, mfu 0.03%
iter 3301: loss 1.1595, time 569.35ms, mfu 0.03%
iter 3302: loss 1.2058, time 552.25ms, mfu 0.03%
iter 3303: loss 1.1444, time 575.93ms, mfu 0.03%
iter 3304: loss 1.1024, time 570.04ms, mfu 0.03%
iter 3305: loss 1.1434, time 557.98ms, mfu 0.03%
iter 3306: loss 1.1724, time 568.43ms, mfu 0.03%
iter 3307: loss 1.1587, time 574.98ms, mfu 0.03%
iter 3308: loss 1.1531, time 563.05ms, mfu 0.03%
iter 3309: loss 1.1821, time 549.02ms, mfu 0.03%
iter 3310: loss 1.1572, time 557.22ms, mfu 0.03%
iter 3311: loss 1.1780, time 567.05ms, mfu 0.03%
iter 3312: loss 1.2044, time 555.94ms, mfu 0.03%
iter 3313: loss 1.1307, time 562.85ms, mfu 0.03%
iter 3314: loss 1.1449, time 556.65ms, mfu 0.03%
iter 3315: loss 1.1899, time 559.03ms, mfu 0.03%
iter 3316: loss 1.1206, time 567.96ms, mfu 0.03%
iter 3317: loss 1.1648, time 550.97ms, mfu 0.03%
iter 3318: loss 1.1128, time 548.32ms, mfu 0.03%
iter 3319: loss 1.1140, time 576.63ms, mfu 0.03%
iter 3320: loss 1.1096, time 562.34ms, mfu 0.03%
iter 3321: loss 1.1303, time 553.28ms, mfu 0.03%
iter 3322: loss 1.1784, time 568.47ms, mfu 0.03%
iter 3323: loss 1.1476, time 557.80ms, mfu 0.03%
iter 3324: loss 1.1965, time 556.83ms, mfu 0.03%
iter 3325: loss 1.1530, time 565.63ms, mfu 0.03%
iter 3326: loss 1.0957, time 578.65ms, mfu 0.03%
iter 3327: loss 1.1495, time 537.24ms, mfu 0.03%
iter 3328: loss 1.1625, time 569.93ms, mfu 0.03%
iter 3329: loss 1.1848, time 554.62ms, mfu 0.03%
iter 3330: loss 1.2035, time 569.98ms, mfu 0.03%
iter 3331: loss 1.0630, time 562.26ms, mfu 0.03%
iter 3332: loss 1.1499, time 553.66ms, mfu 0.03%
iter 3333: loss 1.1310, time 572.34ms, mfu 0.03%
iter 3334: loss 1.2329, time 568.99ms, mfu 0.03%
iter 3335: loss 1.1295, time 561.23ms, mfu 0.03%
iter 3336: loss 1.1598, time 561.14ms, mfu 0.03%
iter 3337: loss 1.1225, time 567.41ms, mfu 0.03%
iter 3338: loss 1.1910, time 564.03ms, mfu 0.03%
iter 3339: loss 1.1228, time 560.66ms, mfu 0.03%
iter 3340: loss 1.1064, time 571.22ms, mfu 0.03%
iter 3341: loss 1.1443, time 566.66ms, mfu 0.03%
iter 3342: loss 1.1330, time 561.73ms, mfu 0.03%
iter 3343: loss 1.1219, time 563.29ms, mfu 0.03%
iter 3344: loss 1.2174, time 575.98ms, mfu 0.03%
iter 3345: loss 1.1522, time 590.46ms, mfu 0.03%
iter 3346: loss 1.1060, time 567.96ms, mfu 0.03%
iter 3347: loss 1.1088, time 608.09ms, mfu 0.03%
iter 3348: loss 1.0915, time 576.25ms, mfu 0.03%
iter 3349: loss 1.1492, time 566.22ms, mfu 0.03%
iter 3350: loss 1.1317, time 571.50ms, mfu 0.03%
iter 3351: loss 1.0858, time 568.15ms, mfu 0.03%
iter 3352: loss 1.1159, time 571.70ms, mfu 0.03%
iter 3353: loss 1.1179, time 563.10ms, mfu 0.03%
iter 3354: loss 1.1323, time 577.35ms, mfu 0.03%
iter 3355: loss 1.1345, time 564.94ms, mfu 0.03%
iter 3356: loss 1.1387, time 564.16ms, mfu 0.03%
iter 3357: loss 1.1883, time 568.52ms, mfu 0.03%
iter 3358: loss 1.1445, time 561.68ms, mfu 0.03%
iter 3359: loss 1.1460, time 568.63ms, mfu 0.03%
iter 3360: loss 1.2090, time 561.91ms, mfu 0.03%
iter 3361: loss 1.1528, time 568.12ms, mfu 0.03%
iter 3362: loss 1.1514, time 570.04ms, mfu 0.03%
iter 3363: loss 1.1738, time 560.18ms, mfu 0.03%
iter 3364: loss 1.1255, time 561.69ms, mfu 0.03%
iter 3365: loss 1.1560, time 566.90ms, mfu 0.03%
iter 3366: loss 1.1633, time 568.05ms, mfu 0.03%
iter 3367: loss 1.1105, time 560.20ms, mfu 0.03%
iter 3368: loss 1.1289, time 564.15ms, mfu 0.03%
iter 3369: loss 1.1150, time 561.40ms, mfu 0.03%
iter 3370: loss 1.1429, time 574.92ms, mfu 0.03%
iter 3371: loss 1.1249, time 584.71ms, mfu 0.03%
iter 3372: loss 1.1136, time 572.95ms, mfu 0.03%
iter 3373: loss 1.0887, time 565.60ms, mfu 0.03%
iter 3374: loss 1.1294, time 559.28ms, mfu 0.03%
iter 3375: loss 1.1010, time 561.45ms, mfu 0.03%
iter 3376: loss 1.2218, time 553.87ms, mfu 0.03%
iter 3377: loss 1.1288, time 564.03ms, mfu 0.03%
iter 3378: loss 1.1529, time 578.00ms, mfu 0.03%
iter 3379: loss 1.1542, time 550.46ms, mfu 0.03%
iter 3380: loss 1.1116, time 573.04ms, mfu 0.03%
iter 3381: loss 1.1445, time 578.97ms, mfu 0.03%
iter 3382: loss 1.1482, time 551.51ms, mfu 0.03%
iter 3383: loss 1.1261, time 565.44ms, mfu 0.03%
iter 3384: loss 1.1840, time 571.79ms, mfu 0.03%
iter 3385: loss 1.1362, time 557.56ms, mfu 0.03%
iter 3386: loss 1.1530, time 575.01ms, mfu 0.03%
iter 3387: loss 1.0938, time 561.28ms, mfu 0.03%
iter 3388: loss 1.1526, time 556.98ms, mfu 0.03%
iter 3389: loss 1.1427, time 558.72ms, mfu 0.03%
iter 3390: loss 1.1181, time 575.67ms, mfu 0.03%
iter 3391: loss 1.1382, time 553.62ms, mfu 0.03%
iter 3392: loss 1.1685, time 567.81ms, mfu 0.03%
iter 3393: loss 1.1180, time 560.93ms, mfu 0.03%
iter 3394: loss 1.1013, time 559.46ms, mfu 0.03%
iter 3395: loss 1.1659, time 565.97ms, mfu 0.03%
iter 3396: loss 1.1776, time 582.94ms, mfu 0.03%
iter 3397: loss 1.1144, time 555.27ms, mfu 0.03%
iter 3398: loss 1.1620, time 569.36ms, mfu 0.03%
iter 3399: loss 1.1636, time 559.29ms, mfu 0.03%
iter 3400: loss 1.1029, time 558.73ms, mfu 0.03%
iter 3401: loss 1.1224, time 579.43ms, mfu 0.03%
iter 3402: loss 1.1248, time 558.72ms, mfu 0.03%
iter 3403: loss 1.1334, time 552.81ms, mfu 0.03%
iter 3404: loss 1.1798, time 568.82ms, mfu 0.03%
iter 3405: loss 1.1760, time 565.41ms, mfu 0.03%
iter 3406: loss 1.1845, time 564.74ms, mfu 0.03%
iter 3407: loss 1.1929, time 566.38ms, mfu 0.03%
iter 3408: loss 1.1694, time 554.13ms, mfu 0.03%
iter 3409: loss 1.1652, time 560.91ms, mfu 0.03%
iter 3410: loss 1.1417, time 564.32ms, mfu 0.03%
iter 3411: loss 1.0965, time 571.68ms, mfu 0.03%
iter 3412: loss 1.1244, time 572.49ms, mfu 0.03%
iter 3413: loss 1.1526, time 563.21ms, mfu 0.03%
iter 3414: loss 1.1773, time 562.72ms, mfu 0.03%
iter 3415: loss 1.1429, time 578.41ms, mfu 0.03%
iter 3416: loss 1.1492, time 549.40ms, mfu 0.03%
iter 3417: loss 1.1750, time 558.59ms, mfu 0.03%
iter 3418: loss 1.0976, time 562.02ms, mfu 0.03%
iter 3419: loss 1.1342, time 562.16ms, mfu 0.03%
iter 3420: loss 1.1593, time 561.22ms, mfu 0.03%
iter 3421: loss 1.1219, time 574.78ms, mfu 0.03%
iter 3422: loss 1.1129, time 558.94ms, mfu 0.03%
iter 3423: loss 1.0955, time 559.06ms, mfu 0.03%
iter 3424: loss 1.1531, time 561.51ms, mfu 0.03%
iter 3425: loss 1.1196, time 567.37ms, mfu 0.03%
iter 3426: loss 1.1372, time 568.01ms, mfu 0.03%
iter 3427: loss 1.1085, time 573.37ms, mfu 0.03%
iter 3428: loss 1.1360, time 554.54ms, mfu 0.03%
iter 3429: loss 1.1346, time 565.33ms, mfu 0.03%
iter 3430: loss 1.1376, time 561.74ms, mfu 0.03%
iter 3431: loss 1.1723, time 552.46ms, mfu 0.03%
iter 3432: loss 1.1659, time 566.70ms, mfu 0.03%
iter 3433: loss 1.1111, time 571.64ms, mfu 0.03%
iter 3434: loss 1.1290, time 569.81ms, mfu 0.03%
iter 3435: loss 1.1750, time 565.15ms, mfu 0.03%
